,roles,companies,locations,experience,skills
796,Data Scientist,Robonomics AI,Bengaluru,8-13 Yrs,"deep learning
Time series analysis
Machine learning
Predictive modeling
Design analysis
Performance improvement
Python"
797,Lead-Data Scientist,KRISHPAR TECHNOLOGIES PRIVATE LIMITED,"Chennai, Bengaluru",2-6 Yrs,"Computer vision
Image processing
Neural networks
Machine learning
Signal processing
Programming
Supervision
Python"
798,Data Scientists,Arnold Consulting Pvt Ltd,Bengaluru,6-11 Yrs,"hive
tableau
Consulting
SQL
Python"
799,Data Scientist,UNCAP RESEARCH LABS PVT LTD,"Delhi NCR, Bengaluru",4-9 Yrs,"Pytorch
Tensorflow
Object Detection
Cnn
Opencv
Image Processing
Keras
Computer Vision"
800,Lead-Data Scientist,KRISHPAR TECHNOLOGIES PRIVATE LIMITED,"Chennai, Bengaluru",2-6 Yrs,"Computer vision
Image processing
Neural networks
Machine learning
Signal processing
Programming
Supervision
Python"
801,Data Scientist,UNCAP RESEARCH LABS PVT LTD,"Delhi NCR, Bengaluru",4-9 Yrs,"Pytorch
Tensorflow
Object Detection
Cnn
Opencv
Image Processing
Keras
Computer Vision"
802,Data Scientist,Novo Tree Minds,Bengaluru,3-6 Yrs,"Excel
SAS
Project management
Analytical
Consulting
ITES
Customer engagement
SQL"
803,Data Scientist - NLP/ R/ Python,The Hiring Story,Hyderabad,2-5 Yrs,"Data Science
R
NLP
NoSQL
Text Analytics
Information Retrieval
Text Mining
Data Analytics"
804,Tech Lead Data Scientist - Dl/ml - Hyderabad,Resource Weaver,Hyderabad,11-15 Yrs,"Pyspark
Azure
EDA
PySpark
CSV
SQL Queries
Data bricks
JSON"
805,Data Scientist,Brillius technologies,Mumbai,4-8 Yrs,Data Scientist
806,Data Scientist,Analytics Vidhya Educon Pvt. Ltd,Mumbai,2-7 Yrs,"Unix
Linux
Machine learning
HTML
Perl
Predictive analytics
Ruby
SQL"
807,DATA SCIENTIST,Weatherford (CPS) DPS India,Mumbai,2-6 Yrs,"Computer science
GIT
Linux
Machine learning
Agile
Workflow
HTTP
SQL"
808,Data Scientist,Great Logics,"Hyderabad, Gurgaon",3-6 Yrs,"C
SOC verification
UVM"
809,Data Scientist,Cove Venture,"Mumbai, Guntur",2-5 Yrs,"Unix
Computer science
deep learning
C++
SAS
sap fiori
Analytical
Machine learning"
810,Data Scientist,ZingHR,Mumbai,5-7 Yrs,"Predictive modeling
Revenue generation
Monitoring
Testing"
811,Data Scientist,CNERGYIS INFOTECH INDIA PVT LTD,Mumbai,5-7 Yrs,"Predictive modeling
Revenue generation
Monitoring
Testing"
812,Data Scientist,Teqnirvana Softech Solutions Pvt Ltd,Mumbai,5-10 Yrs,"doctor
Bsc
MIN
Breeding
Senior
mbbs
Hadoop
Research"
813,Data Scientist,Optimum Solutions,Mumbai,4-8 Yrs,"Text mining
deep learning
Neural networks
spark
Machine learning
Forecasting
AWS
SQL"
814,Specialist - Supply Chain Management (Data Scientist) MT,Tata Communications Ltd,Mumbai,5-7 Yrs,"Procurement
Supply chain management
Technology management
operations
Managed services
Fixed assets
Process improvement
Presales"
815,Hiring Data Scientist - Pune,People Powered Solutions,Pune(Kalyani Nagar),3-6 Yrs,"python
data science
big data analytics
predictive modeling
Data Scientist
machine learning
business intelligence
sql"
816,Lead Data Scientist - R/python/sql,SKS Enterpprises,Pune,10-15 Yrs,"Data Science
R
NLP
Data Scientist
Data Mining
NLU / NLG
Data Modeling
Data Analytics"
817,Data Scientist,Bigshyft Hiring for OnlineSales.ai,Pune,3-6 Yrs,"R
Data Mining
Spark
Machine Learning
Python"
818,Data Scientist,TrueView HR Consulting Pvt. Ltd,Pune,5-10 Yrs,"R
Statistical Software
SAS
Factor Analysis
Web Technologies
PySpark
Time Series
Data Visualization"
819,Lead Data Scientist,Bigshyft Hiring for Qualys,Pune,7-10 Yrs,"R
Hadoop
Statistical Modelling
Deep Learning
Python"
820,Data Scientist,Protocol Zone,Ahmedabad,1-4 Yrs,"Analytical skills
Computer vision
deep learning
Opencv
Machine learning
Programming
Mathematics
Statistics"
821,DATA SCIENTIST,Tech27 Systems Ltd,Kozhikode,3-8 Yrs,"C++
SQL database
Analytical
Machine learning
Javascript
Calculus
Windows
Analytics"
822,Data Scientist,Cappius Technologies Pvt. Ltd.,Hyderabad,2-7 Yrs,Data Scientist
823,Data Scientist,Ancla Consultancy Services India Pvt Ltd,Hyderabad,6-12 Yrs,"Location: Hyderabad
Data Scientist
Experience: 6-12 yrs"
824,Data Scientist,Tech Ringers,Hyderabad,8-13 Yrs,"BPO
RF
Image processing
Staffing
Pharma
Artificial Intelligence
Consulting
Machine learning"
825,Data Scientist,VSigma IT Labs Pvt. Ltd.,Hyderabad,2-5 Yrs,Data Scientist
826,Data Scientist II,Novartis Healthcare Pvt. Ltd.,Hyderabad,3-7 Yrs,"Automation
Claims
Pharma
Business analytics
Analytical
Strategic planning
Scientist II
SPSS"
827,Data Scientist,Sahasya Global Solutions,Hyderabad,12-17 Yrs,"IT services
development
c
technical
level
System programming
it
Analytics"
828,Data Scientist,Innominds Software Pvt Ltd,Hyderabad,4-8 Yrs,"algorithms
python
Artificial Intelligence
Information retrieval
Pattern recognition
Mining
Digital media
deep learning"
829,Data Scientists,Pratibha Analytics,Hyderabad,2-7 Yrs,"Help Desk
Customer Service
customer relationship
access controls
Telephony support
Asset Management
Vendor Management
Information"
830,Data Scientist,MNR DataMight Pvt. Ltd.,Hyderabad,2-5 Yrs,Data Scientist
831,Data Scientist -GCP,Oloop Technology Solutions,Hyderabad,8-12 Yrs,"Printing
GCP"
832,Data Scientist,Indian Political Action Committee,Hyderabad,3-8 Yrs,"jQuery
XML
Eclipse
Wordpress
PHP
HTML
Troubleshooting
SQL"
833,Data Scientist,Tech Ringers,Hyderabad,2-5 Yrs,"BPO
Computer science
Operations research
Staffing
Pharma
Consulting
Hadoop
Industrial engineering"
834,Data Scientist - Python/r,The Hiring Story,"Gurgaon, Gurugram",1-4 Yrs,"analytics
R
Data Scientist
forecasting
Regression
segmentation
machine learning
Python"
835,Data Scientist,Bigshyft Hiring for Decision Point Analytics,Gurgaon,2-5 Yrs,"Java
Hadoop
Data Mining
Python
SQL"
836,Lead - Data Scientist - Banking Domain - Iit/nit/bits,Huquo Consulting Pvt. Ltd,Gurgaon,4-8 Yrs,"Data Science
Team leading
NLP
Data Scientist
Data Management
Data Mining
Data Visualization
Text Mining"
837,Data Scientist,CHANGE LEADERS CONSULTING,Gurgaon,1-3 Yrs,"Data Scientist
data modelling"
838,Data Scientist Junior,AgNext Technologies ( India's leading Agri Tech driven Company),"Mohali, Gurgaon",2-7 Yrs,"Computer vision
deep learning
Literature
Image processing
Artificial Intelligence
Machine learning
Deployment
Food processing"
839,Data Scientist,Cubois Technologies Private Limited,Pune,3-8 Yrs,"Backend
Front end
html5
MySQL
Javascript
Routing
Management
IOS"
840,Data Scientist,ThinkBumblebee Analytics Pvt. Ltd.,Pune,3-8 Yrs,"Computer science
Operations research
SAS
Campaign management
cassandra
Machine learning
Project delivery
MATLAB"
841,Data Scientist - Application & Operations,Global Talent Pool,Pune,7-10 Yrs,"Unix
O2C
ERP
Accounting
Report writing
Billing
Troubleshooting
SQL"
842,Data Scientist - Analytics & Insights Team - Food Services Firm - IIT,HyrEzy Talent Solutions,Noida,3-6 Yrs,"Reporting Analytics
Database Programming
R
Mathematical Modeling
Data Scientist
Statistical Modeling
Data Mining
Data Visualization"
843,Data Scientist - Analytics & Insights Team - Food Services Firm - IIT,HyrEzy Talent Solutions,Noida,3-6 Yrs,"Reporting Analytics
Database Programming
R
Mathematical Modeling
Data Scientist
Statistical Modeling
Data Mining
Data Visualization"
844,Consultant - Data Scientist,Huquo Consulting Pvt. Ltd,Delhi,3-6 Yrs,"Data Science
SAS
Data Scientist
Data Management
Tableau
Data Analytics
Statistics
Analytics"
845,Data Scientist,Talentstack Consulting Private Limited,Delhi NCR,2-6 Yrs,"python
r
tableau
data analysis
data science
data mining
sql"
846,Consultant - Data Scientist - KPO,Huquo Consulting Pvt. Ltd,Delhi,3-6 Yrs,"Data Science
SAS
Data Scientist
Data Management
Tableau
Data Analytics
Statistics
Analytics"
847,Consultant - Data Scientist - KPO,Huquo Consulting Pvt. Ltd,Delhi,3-6 Yrs,"Data Science
SAS
Data Scientist
Data Management
Tableau
Data Analytics
Statistics
Analytics"
848,Trainee-freshers-machine Learning-ai-data Scientist,Aficionado Technologies Pvt Ltd,Bengaluru(BTM Layout),0-0 Yrs,"Tensorflow
NLP
Keras
Knn
Machine Learning
Deep Learning
Numpy
Python"
849,DISYS Chennai hiring For Data Scientist,DISYS INDIA PRIVATE LIMITED,Chennai(Taramani),12-22 Yrs,"Tensorflow
R
NLP
Artificial Intelligence
Data Scientist
Natural Language Processing
Text Mining
Machine Learning"
850,Data Scientist,Bigshyft Hiring for Jubna,Noida,2-4 Yrs,"R
Hadoop
Big data
Python
SQL"
851,Data Scientist - Process Excellence & Analytics,Huquo Consulting Pvt. Ltd,Noida,2-4 Yrs,"Data Science
Predictive Modeling
Data Scientist
Process Excellence
Data Analytics
Statistics
Machine Learning
Analytics"
852,Data Scientist,SPICE HR,Indore,5-10 Yrs,"vocal instruction
State Machine
chat process
lead voice scientist
live chat
lead data scientist
voice scientist
vocal chat"
853,Data Scientist - Python - Banking Domain,Huquo Consulting Pvt. Ltd,Delhi NCR,1-4 Yrs,"Data Scientist
Data Management
Data Mining
Spark
Data Modeling
Data Structure
Python
HBase"
854,Python Data Scientist - Banking/ Retail Domain - IIT/ IIM/ ISI/ DSE,Huquo Consulting Pvt. Ltd,Delhi NCR,1-5 Yrs,"Data Science
NLP
SAS
Data Scientist
Data Management
Data Analytics
Statistics
Analytics"
855,Python Data Scientist - Banking/retail Domain,Huquo Consulting Pvt. Ltd,Delhi NCR,1-5 Yrs,"Data Science
NLP
SAS
Data Scientist
Data Management
Data Analytics
Statistics
Analytics"
856,Data Scientist - R/ Spss/ Python,Serving Skill,Japan,2-6 Yrs,"Data Science
R
DataOps
Data Scientist
Data Management
Statistical Modeling
Statistical Analyst
SPSS"
857,Data Scientist,Happyhat Solution Pvt. Ltd,Chennai,3-8 Yrs,"Data Science
R
Artificial Intelligence
Natural Language Processing
Hadoop
Text Mining
Spark
Statistical Data Analysis"
858,Data Scientist - Hadoop/mapreduce,Confidential,India,5-8 Yrs,"analytics
Java
predictive modeling
Hadoop
Data Management
Big Data
statistical modeling
PhD"
859,Data Scientist,Bigshyft Hiring for NextGen Invent Corporation,Noida,2-4 Yrs,"R
Hive
Data Mining
MATLAB
Machine Learning"
860,Data Scientist,Dewi,Gurgaon,2-7 Yrs,"Hospitality
Computer vision
Artificial Intelligence
Machine learning
Manager Technology
Facility management
Monitoring
SQL"
861,Data Scientist,DEWII,Gurgaon,2-7 Yrs,"Hospitality
Computer vision
Artificial Intelligence
Machine learning
Manager Technology
Facility management
Monitoring
SQL"
862,Data Scientist,EVC LAB PRIVATE LIMITED,Gurgaon,3-5 Yrs,"Logistic regression
deep learning
RDBMS
Neural networks
Analytical
Machine learning
Forecasting
SQL"
863,Data Scientist,Guavus Network Systems Pvt. Ltd.,Gurgaon,1-6 Yrs,Data Scientist
864,Data Scientist,Shadowfax Technologies Pvt. Ltd.,Gurgaon,1-3 Yrs,"skills
algorithms
data-mining
c
analytical
and
MATLAB
Solid"
865,Data Scientist For Product based MNC in Bangalore,Brick Force Consulting Services PVT LTD,Bengaluru,4-9 Yrs,"Cnn
PGNN
PINN
Pytorch
Tensorflow
Matplotlib
Keras
Seaborn"
866,Data Scientist,ICAV Tech Pvt. Ltd.,India,3-8 Yrs,"GIS
Software QA
C++
Life Cycle
MS SQL
C
Neural Networks
Computer Vision"
867,Data Scientist,HR Devi and Associates,Trivandrum,4-6 Yrs,"Help Desk
Customer Service
customer relationship
access controls
Telephony support
Asset Management
Vendor Management
Information"
868,Data Scientist / Engineer,FrankPro Consulting [OPC],Ahmedabad,3-7 Yrs,Data Scientist / Engineer
869,Data Scientist,Agiletech Info Solutions,Chennai,3-8 Yrs,Data Scientist
870,Data Scientist,Cumulations Technologies Pvt. Ltd.,not specified,1-3 Yrs,"Tools
mobile
Statistics
SQL
Web technologies
web
R Programming
Machine learning"
871,Data Scientist,Ank Aha Private Limited,Delhi,2-7 Yrs,"Graphics
Policies
Algorithms
MySQL
Machine learning
Hypothesis Testing
SPSS
Econometrics"
872,Data Scientist,Fitfyles LLP,Delhi,5-9 Yrs,"Logistic regression
Factor analysis
Algorithms
Simulation
Analytical
Tools
Healthcare
Forecasting"
873,Data Scientist Embedded Systems Innovation,CareerXperts Consulting,India,3-7 Yrs,"Unix
C++
GIT
Analytical
Consulting
Machine learning
Debugging
Product design"
874,Data Scientist,TurboHire Technologies Pvt. Ltd.,India,1-4 Yrs,"Java
NLP
Expect
Django
Artificial Intelligence
Web Technologies
Machine Learning
Web Development"
875,Data Scientist,GAUGE DATA SOLUTIONS PVT LTD,Noida,2-7 Yrs,Data Scientist
876,Data Scientist,Innominds Software Pvt Ltd,India,4-8 Yrs,"Mining
Digital media
Email
Graph
Algorithms
Incubator
Information retrieval
Natural language processing"
877,Data Scientist,DigiLantern,Noida,7-10 Yrs,"Computer science
Programming
Manager Technology
PHP
Perl
Statistics
Analytics
SQL"
878,Data Scientist,Seven Consultancy,Noida,2-5 Yrs,"Cloud computing
component design
Bloomberg
Design development
Programming
Application development
MongoDB
Unit testing"
879,Data Scientist,Seven Consultancy,Noida,4-6 Yrs,"Cloud computing
Linux
Bloomberg
Finance
Design development
Programming
Deployment
MongoDB"
880,Data Scientist,Innominds Software Pvt Ltd,India,4-8 Yrs,"Mining
Digital media
Email
Graph
Algorithms
Incubator
Information retrieval
Natural language processing"
881,Data Scientist,DigiLantern,Noida,7-10 Yrs,"Computer science
Programming
Manager Technology
PHP
Perl
Statistics
Analytics
SQL"
882,Data Scientist,Seven Consultancy,Noida,2-5 Yrs,"Cloud computing
component design
Bloomberg
Design development
Programming
Application development
MongoDB
Unit testing"
883,Data Scientist,Seven Consultancy,Noida,4-6 Yrs,"Cloud computing
Linux
Bloomberg
Finance
Design development
Programming
Deployment
MongoDB"
884,Data Scientist,MIC Business Labs Pvt Ltd.,Meerut,2-7 Yrs,"Help Desk
Customer Service
customer relationship
access controls
Telephony support
Asset Management
Vendor Management
Information"
885,Data Scientist,TRIDENT LIMITED,Ludhiana,2-4 Yrs,"Product Development
Predictive Modeling
Business Solutions
Revenue Generation
Marketing"
886,Data Scientist,JIDOKA SYSTEMS PRIVATE LIMITED,Chennai,5-10 Yrs,"Computer science
Computer vision
C++
Prototype
Image processing
Machine learning
augmented reality
Information technology"
887,Data Scientist (Technology),DiFin,Delhi,3-5 Yrs,Manager Technology
888,Data Scientist - NLP(Natural Language Processing),KEYS Inc,Coimbatore,3-8 Yrs,"Computer science
deep learning
Skill development
Social media
Machine learning
Hadoop
Programming
Natural language processing"
889,Data Scientist,MENORAH PERSONNEL MANAGEMENT INDIA PRIVATE LIMITED,Chennai,3-7 Yrs,"R Programming
Machine learning
Programming
Statistics
Python"
890,Data Scientist,Valiance Solutions,Noida,4-9 Yrs,"Logistic regression
advanced analytics
Client satisfaction
Senior management
Neural networks
Consulting
Machine learning
Workflow"
891,Data Scientist Jobs,Right Step Consulting,Noida,1-5 Yrs,"Visualization
Analytical
Calculus
Business intelligence
Forecasting
SQL
Python
AnalyticsSoftware services"
892,Data Scientist,R3coder,Ahmedabad,1-6 Yrs,"github
Web technologies
Architecture
Artificial Intelligence
Machine learning
PHP
Customer experience
Internship"
893,Data Scientist,BNS Analytics,Delhi NCR(Saket),5-10 Yrs,"Artificial Intelligence
Natural Language Processing
Programming
C++
C
Go
SVM
Machine Learning"
894,Data Scientist,PeopleStrong HR Services Pvt Ltd,Delhi,3-4 Yrs,Recruitment
895,Data Scientist,Marktine,Jaipur,1-3 Yrs,"Computer languages
PDF
Neural networks
Machine learning
Predictive modeling
Business solutions
Revenue generation
Monitoring"
896,Data Scientist,1Tab,Noida,2-4 Yrs,"Computer science
deep learning
GCP
spark
MySQL
Machine learning
Deployment
AWS"
897,Data Scientist,ExecBoardinAsia,India,5-10 Yrs,"Redhat
Cloud
Architectural design
Infrastructure
Deployment"
898,Data Scientist,Opscruise,Chennai,3-8 Yrs,"VMware
Assurance
Networking
Performance management
Time series analysis
Pattern recognition
Oracle
cisco"
899,Data Scientist,Priority Vendor,Noida,5-10 Yrs,"Hibernate
ERP
MS SQL
jQuery
XML
MySQL
Agile
HTML"
900,Data Scientist,Bigshyft Hiring for Zycus,Bengaluru,2-5 Yrs,"Hive
Hadoop
MySQL
Spark
Python"
901,Data Scientist,Bigshyft Hiring for Embibe,Bengaluru,3-6 Yrs,"NLP - Natural Language Processing
R
Statistical Modelling
MATLAB
Python"
902,Data Scientist,Bigshyft Hiring for Khatabook,Bengaluru,3-5 Yrs,"Java
Machine Learning ML
Elastic Search"
903,Jr.Data Scientist,Sapalogy Pvt. Ltd.,maharashtra,1-4 Yrs,"Computer science
C++
Operations research
Analytical
Machine learning
SCALA
Business intelligence
Data mining"
904,Data Scientist,Paktolus solutions,Bengaluru,3-5 Yrs,"hive
python
data analysis
data mining
cloud platforms
random forest
machine learning
classification"
905,Instacar - Data Scientist,Instacar Technologies Pvt Ltd,Bengaluru,3-8 Yrs,"data science
Data Scientist
DBMS
Solution Design
Deep Learning"
906,Data Scientist,Bigshyft Hiring for Arya.ai,Mumbai,2-5 Yrs,"Machine Learning ML
Deep Learning
Python"
907,Data Scientist with top Fintech Startup Company,KNIGHT FINTECH RESEARCH PRIVATE LIMITED,Mumbai,3-8 Yrs,"time series analysis
python
LSTM
ai / ml
machine learning
artificial intelligence
Deep Learning
NLTK"
908,Data Scientist with top Fintech Startup Company,KNIGHT FINTECH RESEARCH PRIVATE LIMITED,Mumbai,3-8 Yrs,"time series analysis
python
LSTM
ai / ml
machine learning
artificial intelligence
Deep Learning
NLTK"
909,Data Scientist - Artificial Intelligence/ Machine Learning- Noida,Shriv ComMedia Solutions Pvt. Ltd.,Noida(Sector-63 Noida),3-5 Yrs,"Data Science
Artificial Intelligence
Machine Learning
Deep Learning"
910,Data Scientist,GlobalHunt India Private Limited,Hyderabad,12-15 Yrs,"NLP
SAS
Machine learning
Python"
911,Data Scientist,Okda Solutions,Hyderabad,4-8 Yrs,"and CouchDB
Artificial Intelligence
No SQL
Machine Learning
NumPy
HBase
R
NLP"
912,Data Scientist,Bigshyft Hiring for Carbynetech,Hyderabad,3-8 Yrs,"R
Machine Learning ML
Statistical Modelling
Python
SQL"
913,"Data Scientist - Remote ( Part Time, Full Time ) - WFH",Agile Tech,Hyderabad,2-4 Yrs,"IT Skills
Python
Cloud
AWS
work from home
python
f
part time"
914,Data Scientist,Aditech IT and Consultancy Services Pvt Ltd,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Kolkata",4-9 Yrs,"SAS
Scala
Artificial Intelligence
AI
Random Forests
SVM
Machine Learning
Deep Learning"
915,Data Scientist -- Bangalore,Genex Corporate Services Pvt. Ltd,Bengaluru,4-9 Yrs,"Data Mining
Third Party
Machine Learning"
916,Data Scientist,Bigshyft Hiring for Appyhigh,Gurgaon,2-4 Yrs,"Data Mining
Statistical Modelling
NOsql
Python"
917,Data Scientist - IT,Ehireo,Gurgaon,4-9 Yrs,"R
Business Solutions
Algorithms
Image Processing
Programming
Machine Learning
Python"
918,Data Scientist,Bigshyft Hiring for Roadzen,Delhi,3-7 Yrs,"R
Computer Vision
Machine Learning
Deep Learning
Python"
919,Data Scientist For Trivandrum,Kenan Management Consultants Private Limited,Trivandrum,5-7 Yrs,"C++
Google Analytics
SLQ
Redshift
Python"
920,Data Scientist,Bigshyft Hiring for Appyhigh,Gurgaon,2-4 Yrs,"Data Mining
Statistical Modelling
NOsql
Python"
921,Data Scientist - IT,Ehireo,Gurgaon,4-9 Yrs,"R
Business Solutions
Algorithms
Image Processing
Programming
Machine Learning
Python"
922,Data Scientist,Bigshyft Hiring for Roadzen,Delhi,3-7 Yrs,"R
Computer Vision
Machine Learning
Deep Learning
Python"
923,Data Scientist For Trivandrum,Kenan Management Consultants Private Limited,Trivandrum,5-7 Yrs,"C++
Google Analytics
SLQ
Redshift
Python"
924,"Data Scientist - Python and R , Matlab",HR Innovation Group,"Nagpur, Nagpur IT Park",5-10 Yrs,"R
adoption of AI/ML
Price Forecasting & Risk evaluation
MATLAB
Python"
925,Data Scientist,Bigshyft Hiring for Indium Software,Chennai,5-8 Yrs,"Statistical Modelling
Machine Learning ML
AWS
Python"
926,Data Scientist,Aliqan Services Private Limited,Other National Locations,5-10 Yrs,"IT Skills
Python
Big Data
work from home
pysyft
Data Science
Django
Big Data"
927,Position Data Scientist,Positive Integers Pvt Ltd,Chennai,2-5 Yrs,"assembly language
JavaScript
Real Time Operating Systems
.NET
HTML
Oracle
Python"
928,Data Scientist,MM JAIN AGENCIES,"Mumbai Suburbs, Mumbai, Indore",5-10 Yrs,"nlp
Data Scientist"
929,Data Scientist,MM JAIN AGENCIES,Mumbai,8-13 Yrs,"data mining
data scientist
algorithm"
930,Hiring For Data Scientist,Flywings enterprises,Pune,2-7 Yrs,"Algorithm Development
Pattern Recognition
Natural Language Processing
Machine Learning
Leadership Skills
Python"
931,Hiring For Data Scientist,Flywings enterprises,Pune,2-7 Yrs,"Algorithm Development
Pattern Recognition
Natural Language Processing
Machine Learning
Leadership Skills
Python"
932,Data Scientist (E-commerce web Scraping)_Pune,Tops Office Pros Business Services Pvt. Ltd.,Pune(Kalyani Nagar),2-6 Yrs,"Data Science
scraping
e commerce scraping
Social Media
Web scraping
Text Analytics
Web Technologies
Web Crawling"
933,Germany MNC Looking For Data Scientist,Pleco Migration Private Limited,"Denmark, Poland",2-7 Yrs,"data extraction
company research
senior analyst
Data Scientist
data mining
Lead Data Analyst
Data Management
Senior Data Scientist"
934,Germany MNC Looking For Data Scientist,Pleco Migration Private Limited,"Denmark, Germany",2-7 Yrs,"data extraction
company research
senior analyst
Data Scientist
data mining
Lead Data Analyst
Data Management
Senior Data Scientist"
935,Germany MNC Looking For Data Scientist,Pleco Migration Private Limited,"Denmark, Germany",2-7 Yrs,"data extraction
company research
senior analyst
Data Scientist
data mining
Lead Data Analyst
Data Management
Senior Data Scientist"
936,Immediate Opening - Data Scientist For a Leading Company at Chennai,Inesh Management Consultancy,Chennai,2-5 Yrs,"Data Analysis
Analytics"
937,Data Scientist,Aura Placement and Services,Ahmedabad(Ashram Road),5-6 Yrs,"Business logic
NLP
GIT
Python language
AI
Data Mining
Conduct designs and code reviews
Machine Learning"
938,Data Scientist,IoTian Technologies Pvt Ltd,Japan,1-4 Yrs,"Data Science
NLP
JLPT
Opencv
machine learning
Deep Learning"
939,Data Scientist - Sr. Analyst,Societe Generale Global Solution Centre Pvt Ltd,Bengaluru,2-4 Yrs,"Workflow Analysis
VBA
Finance
Banking
Client Reporting
Budget Management
Advanced Excel
Dashboards"
940,"Data Scientist, Data Science Engineer Required with our Clients",QuickXpert Infotech,"Mumbai Suburbs, Mumbai, Thane",0-5 Yrs,"python
oracle
Oracle Developer
ai
python developer
python programmer
machine learning
data science trainees"
941,"Gramener is hiring ""Data Scientist Experts"" with Banking Domain",Gramener Technology - Data-science Firm,"Mumbai, Bengaluru, Hyderabad",5-8 Yrs,"Predictive Modeling
Business Insights
Data Architecture
Data Analytics
Machine Learning
Statistics"
942,Data Scientist Intern Rigbot,rigbot.com,Not Specified,0-1 Yrs,"Data Science
python
R
Hadeep
Machine Learning
SQL"
943,Data Scientist - Machine Learning Engineer,Aera Technology,Pune,6-8 Yrs,"SAN
algorithms
Business operations
Computer science
Relationship Executive
apache
Linux
infrastructure"
944,Data Scientist Operational Research,Delhivery,Gurgaon,1-3 Yrs,"Supply chain
Operations research
C++
Analytical
Tools
CMS
Customer service
Distribution network"
945,Scientific Research Data Scientist R&D,CareerXperts Consulting,Bengaluru,4-7 Yrs,"Unix
C++
GIT
Analytical
Consulting
Machine learning
Debugging
Product design"
946,Market Data Analyst,Fintech Associates,"Chennai, Pune, Guwahati, Mumbai, Bengaluru, Nellore, Hyderabad, Visakhapatnam, Kolkata",0-5 Yrs,"Market Data
Data Quality
market equity research
Business Analytics
Report Preparation
Data Analysis
Market Data Analyst
Customer service"
947,Market Data Analyst,Platinum Services,"Chennai, Pune, Navi Mumbai, Mumbai, Bengaluru, Kochi, Hyderabad, Visakhapatnam, Kolkata",0-5 Yrs,"Market Data
Direct Marketing
Strategic Alliances
Corporate Actions
Market Development
Static Data
New Market Development"
948,Analyst- Client Reference data,Societe Generale Global Solution Centre Pvt Ltd,Bengaluru,0-3 Yrs,"Organization Structure
Data Quality
Lexis Nexis
Core Data
Knowledge Management
Reference Data
Static Data
Third Party"
949,Analyst- Client reference data,Societe Generale Global Solution Centre Pvt Ltd,Bengaluru,0-3 Yrs,"Organization Structure
Data Quality
Lexis Nexis
Core Data
Knowledge Management
Reference Data
Static Data
Third Party"
950,Data Scientist - Sr Manager,Skills Hr,Pune,5-10 Yrs,"Supply chain
Microstrategy
Analytical skills
Simulation
MySQL
Supply chain solutions
Data mining
Econometrics"
951,Junior Data Analyst,Cognizant Technology Solutions India Ltd,Pune,0-3 Yrs,"Subject Matter Expertise
PV
Data Analysis
Case Processing
Pharmacovigilance
Data Entry"
952,Data Scientist Analytics-Text Analytics Expert- - Analytics Vidhya,Analytics Vidhya Educon Pvt. Ltd,Bengaluru,8-13 Yrs,"Computer science
Neural networks
Artificial Intelligence
Machine learning
Algorithm development
HTML
Natural language processing
Pattern recognition"
953,Data Analyst,TresVista Financial Services Pvt Ltd,"Pune, Mumbai, Bengaluru",0-1 Yrs,"Mining
Data analysis
Financial analysis
Trend analysis
Business plan development
Fund administration
Data Analyst
Research"
954,Data Analyst,GLOBALLOGIC TECHNOLOGIES PRIVATE LIMITED,"Delhi NCR, Gurgaon(Gwal Pahari)",0-0 Yrs,"Good English Communication
Data Analysis
Fresher
Pass out Graduate
Immediately available to join
work from home"
955,Data Scientist Rasa Chatbot Developer,Epic Tech Research Pvt Limited,Pune(Bavdhan),3-7 Yrs,"Artificial Intelligence
Rasa framework
Python
Use Cases
Web Technologies
Web Application
Machine Learning
Test Cases"
956,Senior Data Scientist ( AVP ) – Leading Finance Company – Bangalore,Hector and Streak Consulting Pvt Ltd,Bengaluru,7-10 Yrs,"Data Science
Algorithms
Artificial Intelligence
Machine Learning
Deep Learning
Fraud Detection"
957,Data Scientist Senior Consultant,Talent Toppers,Chennai,6-11 Yrs,"Computer science
Business communication
Operations research
Business analytics
Analytical
Agile
Customer service
Econometrics"
958,Data Scientist ( Python Expert ),Analytics Vidhya Educon Pvt. Ltd,Hyderabad,4-9 Yrs,"data science
Image processing
Bfsi
MySQL
Healthcare
System design
HTML
Analytics"
959,AWS Data Scientist- Exponentia.ai- Mumbai,Exponentia.ai,Mumbai,5-10 Yrs,"s3
Data Science
python
r
predictive modeling
Lead Data Scientist
machine learning
aws lambda"
960,Data Scientist ( Python Expert ),Analytics Vidhya Educon Pvt. Ltd,Hyderabad,4-9 Yrs,"data science
Image processing
Bfsi
MySQL
Healthcare
System design
HTML
Analytics"
961,Data Scientist - Manufacturing/r&d/engineering,Gateway Solutions,Mumbai,10-15 Yrs,"Data Science
Business Intelligence
Data Scientist
Artificial Intelligence
Data Management
Data Visualization
Tableau
Data Analytics"
962,Data Analyst - Etl/talend,DATA LABS,Pune,0-5 Yrs,"Business Intelligence
Power BI
Data Analyst
Tableau
Data Modeling
ETL
Talend
Data Analytics"
963,"Senior Data Scientist in Manhattan Associates (r&d), Bengaluru",UNICON HR SOFTECH PVT LTD,Bengaluru,6-11 Yrs,"python
senior data scientist
data mining
Machine Learning
sr. data scientist"
